production_date,machine_id,employee_id,product_id,shift_id,units_produced,defective_units,production_hours
2023-09-11,14,20,2,3,155,1,4.43
2025-07-10,54,181,3,2,91,2,3.35
2024-10-05,78,242,13,2,287,10,1.94
2025-11-01,12,37,14,1,182,3,4.42
2026-01-26,83,239,7,2,168,3,3.21
2024-05-07,56,169,3,2,52,1,2.68
2026-03-20,35,100,13,3,361,9,5.1
2023-09-30,39,101,12,2,161,3,1.52
2025-01-31,64,184,15,3,669,19,3.63
2025-08-19,8,50,5,3,67,1,2.16
2023-02-27,60,189,13,2,173,3,2.43
2025-09-20,35,93,1,3,205,2,2.31
2026-06-07,77,214,14,3,207,6,4.67
2023-01-24,82,221,2,3,88,3,2.04
2026-03-07,69,189,12,2,1271,41,3.9
2024-12-24,87,227,14,1,1599,22,5.67
2024-07-20,33,89,16,2,69,1,5.52
2026-06-06,32,98,18,1,77,2,5.57
2024-12-16,84,217,13,2,128,4,5.25
2023-01-05,64,184,15,3,476,16,3.46
2023-12-09,25,26,13,2,260,8,6.64
2026-01-10,95,281,6,1,122,1,4.9
2023-03-06,77,228,12,2,419,4,2.88
2025-07-19,97,268,13,1,1760,11,7.67
2023-08-05,14,12,12,1,195,2,5.68
2025-05-11,97,279,12,1,1491,7,1.81
2026-03-27,57,155,3,2,95,2,2.69
2025-07-31,66,177,4,1,181,3,2.16
2024-09-02,85,222,11,3,267,3,1.66
2024-06-08,47,102,10,1,344,9,5.5
2026-02-01,96,275,10,1,107,3,4.89
2025-09-09,41,91,15,2,784,14,1.08
2024-05-20,33,86,10,2,94,2,4.03
2026-05-24,27,44,1,3,1705,36,6.46
2025-02-08,4,29,6,2,41,0,1.56
2025-06-03,47,90,13,3,118,2,2.77
2026-03-17,12,11,1,1,313,5,3.49
2023-08-09,25,50,13,3,114,2,2.36
2023-02-07,86,231,18,1,716,17,1.99
2025-09-27,46,106,18,3,139,3,3.76
2025-09-27,42,113,15,1,542,19,3.27
2023-07-02,47,94,13,2,133,3,1.19
2024-06-26,41,95,15,3,653,10,1.23
2025-01-01,77,242,14,2,408,12,2.28
2023-04-03,94,277,15,3,776,18,7.68
2026-01-02,23,7,14,2,110,4,4.45
2024-08-28,23,8,13,1,281,8,5.9
2023-08-29,17,24,15,3,845,16,5.3
2026-06-04,73,243,16,2,89,1,4.26
2024-05-03,56,183,16,1,50,1,6.72
2025-12-13,14,40,14,1,386,11,3.57
2025-05-13,80,222,15,3,773,16,6.04
2024-03-30,10,41,1,3,290,7,1.97
2025-03-16,43,108,15,1,479,14,2.07
2026-04-20,35,124,2,2,191,1,3.35
2026-02-16,96,271,14,1,192,5,5.21
2024-08-16,27,10,20,3,1435,24,5.75
2026-04-04,92,275,2,1,362,10,3.98
2024-04-09,12,39,13,2,345,3,1.74
2026-06-13,6,51,7,1,99,3,7.28
2026-06-18,79,223,13,2,351,4,7.16
2024-07-01,9,7,13,2,309,3,7.03
2025-10-01,54,164,16,2,114,2,6.72
2023-05-15,5,16,6,1,108,1,4.07
2023-08-07,17,8,15,1,372,7,5.59
2026-04-26,50,107,15,2,823,10,2.66
2023-05-25,33,103,16,2,95,2,6.6
2026-06-08,44,102,17,1,94,1,5.18
2026-06-07,36,90,1,3,404,11,7.11
2025-07-19,96,272,11,1,120,4,3.8
2025-07-19,31,104,11,1,56,2,1.31
2026-03-03,81,235,15,2,379,14,6.39
2025-12-18,1,22,10,1,88,3,1.15
2023-04-22,40,122,15,1,383,11,6.18
2026-06-01,42,111,15,3,479,11,5.96
2023-09-06,34,122,6,1,98,3,1.15
2024-08-13,85,225,13,1,231,4,6.97
2025-09-26,84,219,11,1,120,3,2.84
2023-07-28,25,26,14,2,245,7,4.66
2026-06-30,50,101,18,2,1165,10,1.77
2025-12-30,79,240,12,2,450,14,1.17
2025-05-18,35,94,13,2,237,5,6.42
2023-02-13,15,24,15,3,346,6,5.41
2024-04-08,38,113,1,1,316,3,3.79
2023-10-23,29,110,4,3,55,1,7.99
2024-04-25,34,107,3,2,88,2,7.29
2025-08-17,60,168,12,2,368,7,7.49
2025-05-17,86,232,10,3,1555,25,5.85
2025-03-30,63,168,15,2,482,5,2.95
2024-12-27,83,237,18,3,134,2,4.38
2026-01-07,60,188,2,2,338,5,6.27
2024-05-27,14,19,14,1,170,4,5.22
2023-07-18,47,123,13,3,310,9,1.86
2026-02-27,54,171,7,2,97,3,6.18
2023-05-26,25,24,14,3,226,4,4.13
2025-09-17,44,102,1,1,142,2,2.17
2025-07-02,85,231,11,1,268,7,6.44
2025-12-15,83,222,1,3,69,2,7.32
2023-07-20,64,161,15,3,368,10,5.46
2025-06-04,79,218,2,2,197,1,4.84
2024-10-01,39,117,2,3,322,11,6.53
2023-08-27,13,24,12,3,244,3,1.58
2023-09-25,89,276,10,3,112,3,5.18
2023-07-07,73,213,5,3,98,2,7.99
2025-12-29,86,215,17,3,861,17,5.63
2023-07-16,38,85,1,1,443,4,3.86
2025-04-03,36,120,1,2,238,4,7.54
2024-03-04,32,88,6,1,79,2,5.24
2024-08-29,33,114,5,2,97,3,7.56
2026-06-17,68,167,11,2,241,6,3.98
2024-02-13,47,108,13,1,333,8,6.8
2025-12-12,37,95,13,3,369,5,1.79
2025-02-20,21,13,4,1,153,2,6.26
2023-08-20,69,160,11,1,1432,19,7.91
2024-02-02,75,226,18,3,88,3,4.86
2025-10-16,10,27,1,1,332,3,1.25
2026-03-11,74,220,11,1,88,1,1.84
2026-01-30,81,216,15,3,610,15,1.78
2026-01-10,46,116,18,2,160,5,5.73
2025-04-06,14,49,12,2,248,1,7.69
2024-11-21,82,234,6,2,192,1,4.52
2026-01-05,38,100,14,3,365,8,7.81
2025-05-07,66,183,6,1,131,1,4.08
2023-09-16,84,240,14,2,153,4,3.55
2026-04-03,63,170,15,2,610,13,5.73
2025-12-20,7,30,7,1,114,4,2.23
2023-12-21,36,100,14,3,377,5,7.02
2025-03-07,74,218,6,2,72,1,1.14
2024-11-12,77,214,2,3,282,5,3.98
2024-08-17,60,183,2,1,218,1,2.58
2025-08-01,2,33,5,3,44,0,5.25
2024-10-30,98,281,12,1,803,5,6.43
2025-08-04,5,21,3,1,101,2,3.59
2025-09-17,39,104,2,1,208,5,7.35
2026-05-29,45,119,18,2,125,3,1.21
2025-12-22,4,8,7,1,118,3,1.65
2024-08-24,87,236,2,2,1011,15,2.87
2023-01-03,67,181,10,2,315,10,6.59
2025-01-02,83,224,1,1,89,1,2.48
2025-08-09,6,36,4,1,66,2,4.37
2025-04-26,91,278,12,1,380,10,1.83
2026-05-09,81,237,15,3,333,9,3.32
2025-08-01,39,118,13,3,422,8,2.07
2024-07-08,3,44,16,3,64,1,3.25
2023-12-08,87,229,5,3,832,19,5.68
2024-01-27,87,227,1,1,1310,15,6.43
2024-05-05,38,119,12,2,350,3,1.76
2024-03-16,39,117,1,3,267,5,4.13
2025-09-02,43,118,15,3,346,9,1.45
2025-09-03,62,177,15,1,666,17,2.84
2023-08-11,36,94,2,2,210,3,5.21
2025-03-24,35,125,1,3,374,5,1.37
2024-01-30,14,22,14,1,310,2,7.0
2024-02-13,24,32,14,2,195,5,5.68
2024-09-16,92,283,14,2,269,4,2.68
2024-03-15,56,174,6,2,70,1,2.93
2025-10-06,2,22,3,1,84,1,1.27
2025-08-27,54,168,4,2,71,1,5.85
2023-07-04,81,242,15,2,704,16,4.97
2026-03-07,29,118,18,3,105,2,5.57
2023-01-22,54,168,18,2,92,2,1.51
2025-06-11,48,115,13,3,278,6,3.32
2025-07-29,63,155,15,2,529,14,1.98
2025-06-15,48,85,10,1,261,6,7.31
2023-07-21,10,43,12,3,252,2,3.18
2024-08-22,73,241,3,2,73,1,5.73
2026-03-16,89,277,11,3,84,2,4.78
2024-02-06,94,267,15,3,771,8,6.45
2024-10-28,60,180,14,3,187,2,5.35
2026-03-28,10,49,2,2,238,3,1.88
2025-06-26,95,264,6,2,159,2,7.63
2026-01-07,47,91,11,2,286,10,2.05
2025-12-11,39,121,13,3,289,4,1.18
2024-05-29,13,32,13,2,290,5,1.85
2024-10-20,14,39,13,2,318,7,5.39
2026-02-20,33,125,6,3,86,2,2.39
2025-12-28,49,112,14,2,588,15,5.77
2026-01-14,58,173,13,2,348,10,5.08
2025-04-15,14,12,1,1,359,9,4.08
2023-06-17,47,111,10,3,167,5,1.86
2024-03-01,34,115,16,3,43,1,6.99
2024-11-24,39,105,2,1,280,7,3.93
2024-01-16,54,176,3,3,115,3,7.86
2025-05-09,37,123,2,3,445,7,1.19
2024-05-08,55,188,16,2,70,2,2.95
2025-11-16,61,167,1,2,251,1,6.26
2024-11-28,98,272,14,1,1614,37,6.8
2024-12-29,55,173,16,2,77,3,7.62
2023-04-23,91,263,14,1,382,3,6.23
2024-01-18,47,119,14,2,270,6,3.1
2024-10-12,76,215,3,3,100,1,6.08
2025-06-12,96,276,11,3,193,5,7.54
2024-10-31,70,159,17,1,854,8,2.18
2025-11-01,96,277,11,3,314,10,3.51
2023-08-12,23,19,10,1,125,4,2.83
2026-02-27,68,178,13,2,113,2,4.42
2024-07-08,24,46,13,1,127,2,5.42
2025-05-18,60,164,2,2,402,2,5.69
2023-12-31,15,24,15,3,645,14,4.33
2025-08-05,43,116,15,2,374,17,4.22
2023-02-10,91,265,2,2,190,3,1.34
2026-05-27,19,18,1,1,109,3,3.86
2025-02-02,23,26,11,2,250,7,5.04
2023-10-11,48,91,10,2,341,7,2.64
2024-04-16,13,28,1,1,199,3,2.64
2023-02-06,38,113,14,1,252,6,6.74
2023-08-13,84,222,14,3,114,2,2.55
2023-06-28,42,113,15,1,630,12,1.23
2026-06-17,53,178,3,2,113,1,4.44
2024-05-12,13,26,1,2,307,3,1.01
2024-10-04,21,24,7,3,187,5,5.11
2026-01-04,19,30,5,1,149,2,2.91
2023-09-07,34,92,18,3,88,2,5.39
2025-08-11,35,95,2,3,382,4,2.86
2026-03-06,32,103,7,2,65,2,7.56
2025-08-30,53,182,11,1,42,1,1.28
2024-06-30,81,241,15,2,891,28,1.93
2025-02-08,31,94,16,2,56,1,2.73
2026-06-09,83,213,5,3,95,1,1.54
2026-05-17,74,223,3,2,89,2,1.38
2025-08-19,23,6,11,3,188,3,1.78
2024-09-29,65,162,17,2,104,2,5.56
2025-04-03,63,182,15,1,526,10,2.9
2024-11-20,34,120,18,2,89,3,1.37
2025-09-28,68,173,13,2,344,12,5.37
2025-07-11,17,14,15,2,759,21,4.15
2025-08-22,96,285,13,1,123,2,3.89
2025-05-31,92,284,14,3,414,9,7.2
2025-07-08,89,271,10,1,57,1,3.16
2024-01-31,32,124,4,2,94,1,7.96
2025-07-27,56,166,7,3,111,2,6.42
2026-06-20,18,49,15,2,871,12,2.81
2024-01-23,59,173,2,2,399,5,7.96
2025-11-24,92,265,1,2,449,13,6.09
2024-03-26,27,39,12,2,598,8,6.46
2025-12-25,21,33,7,3,123,2,6.55
2025-10-09,12,36,12,1,162,2,4.11
2026-06-01,57,172,7,1,43,1,5.46
2024-11-26,62,174,15,2,610,14,6.36
2025-08-30,35,94,1,2,342,1,2.71
2023-06-06,45,98,16,1,130,4,1.66
2025-06-04,75,229,11,3,78,2,5.61
2023-11-21,31,124,17,2,115,2,5.04
2025-09-08,91,269,13,3,153,2,6.67
2025-04-18,47,124,10,2,269,6,6.35
2025-12-14,83,223,1,2,79,1,4.05
2023-03-25,60,180,13,3,223,3,4.2
2026-03-08,76,239,3,2,88,3,3.26
2026-04-14,19,14,2,2,128,2,7.28
2026-03-29,56,176,18,3,40,1,5.92
2026-04-09,38,96,13,2,239,7,4.26
2026-01-04,8,16,18,1,101,1,6.84
2023-04-22,86,220,7,1,813,5,7.98
2024-10-12,54,173,18,2,66,1,5.89
2024-07-06,48,105,13,1,202,6,5.25
2024-10-29,77,219,1,1,224,6,5.13
2025-02-20,96,279,10,1,154,3,5.07
2026-05-31,11,33,12,3,241,1,1.52
2026-02-26,22,34,5,1,165,4,1.85
2025-10-09,11,11,13,1,178,5,7.98
2025-02-25,63,167,15,2,782,11,2.98
2025-12-13,5,23,16,2,42,1,3.34
2026-06-28,1,52,4,2,94,3,4.09
2026-03-24,23,42,14,3,237,6,4.05
2024-03-13,84,227,14,1,250,5,3.33
2023-04-25,89,271,17,1,107,2,7.44
2026-03-29,85,238,14,2,182,6,7.06
2026-06-10,55,168,6,2,102,2,4.56
2024-10-27,29,97,7,3,112,2,3.08
2026-03-25,5,6,10,3,103,2,7.57
2025-05-31,70,168,2,2,1568,14,5.49
2023-11-05,75,233,16,3,108,3,2.19
2025-05-09,26,46,13,1,1487,41,4.92
2025-09-19,70,178,20,2,1635,23,4.14
2026-05-18,78,235,12,2,266,5,5.24
2024-02-05,64,178,15,2,340,8,6.17
2023-03-13,5,38,6,2,87,2,5.1
2025-12-03,96,274,14,2,332,9,1.92
2025-06-08,4,18,7,1,77,2,4.03
2024-03-11,60,182,13,1,213,3,5.68
2023-04-19,89,266,5,2,101,1,7.27
2025-11-20,2,41,3,3,117,2,4.39
2025-12-14,16,49,15,2,343,8,6.06
2025-08-19,38,100,13,3,185,2,1.32
2023-05-31,64,170,15,2,511,16,7.68
2023-10-07,74,243,11,2,73,1,5.77
2023-07-24,82,233,1,3,151,2,5.14
2023-07-06,47,105,14,1,274,8,5.31
2025-12-27,17,29,15,2,354,13,1.37
2024-07-24,47,99,13,2,254,8,3.96
2025-09-11,4,46,6,1,68,1,4.36
2023-09-13,21,18,7,1,135,4,6.34
2026-01-11,50,105,4,1,1014,9,1.94
2024-05-03,44,109,7,2,165,2,3.66
2026-02-20,7,49,7,2,70,2,1.77
2023-07-07,24,10,13,3,101,3,6.49
2024-12-04,98,274,8,2,525,3,2.22
2024-07-06,98,267,4,3,1080,9,4.62
2024-08-22,81,213,15,3,761,23,4.01
2023-08-25,27,48,4,1,1433,19,7.11
2025-08-06,25,38,13,2,117,4,3.75
2025-09-15,49,88,14,1,1164,10,7.87
2025-06-03,32,124,16,2,100,2,4.22
2026-06-02,65,173,5,2,95,3,2.96
2023-12-25,34,115,4,3,68,1,4.71
2023-04-06,10,13,14,1,154,2,4.16
2024-11-21,56,174,3,2,109,2,4.29
2023-10-09,1,46,17,1,47,1,5.72
2025-05-04,13,27,1,1,417,7,7.06
2023-11-22,7,15,17,2,64,2,1.35
2024-03-13,94,283,15,2,417,5,6.72
2023-11-10,80,215,15,3,416,12,3.47
2023-07-07,40,117,15,3,515,7,6.65
2025-03-20,84,228,13,2,197,7,2.85
2026-05-12,74,229,11,3,44,1,1.16
2025-05-28,49,106,1,3,513,3,5.69
2025-05-26,49,116,8,2,583,10,5.76
2023-03-04,77,221,2,3,276,9,6.25
2025-01-10,92,271,1,1,426,9,6.23
2023-12-20,78,226,13,3,243,3,7.06
2025-06-08,25,24,14,3,320,7,2.18
2025-11-06,33,109,4,2,66,2,5.92
2023-04-04,89,284,17,3,43,1,6.25
2023-08-19,65,157,17,2,122,3,4.45
2026-04-19,68,186,10,2,141,4,6.14
2025-12-24,36,98,14,1,255,4,4.76
2025-02-15,75,239,10,2,109,2,3.06
2025-05-31,35,122,14,1,168,1,4.89
2026-02-05,79,213,14,3,206,4,1.56
2023-07-18,58,162,2,2,354,4,4.96
2026-03-06,79,241,12,2,426,5,7.05
2024-10-16,43,114,15,2,866,19,7.42
2023-11-17,38,122,1,1,355,6,5.27
2023-10-26,67,157,14,2,148,5,3.88
2024-11-24,37,121,2,3,300,7,6.01
2023-03-28,97,285,12,1,565,9,3.31
2025-01-03,63,164,15,2,322,5,5.89
2023-03-12,55,170,16,2,108,3,4.41
2023-01-16,23,46,14,1,272,7,2.77
2023-05-27,34,112,3,2,43,1,6.18
2023-11-14,20,30,1,1,187,6,7.06
2023-10-29,14,17,12,1,422,5,2.61
2024-08-31,95,275,5,1,143,3,7.72
2023-10-21,13,35,1,2,302,7,2.08
2025-10-08,74,226,7,3,60,1,5.59
2023-01-02,9,16,2,1,241,1,6.81
2025-09-04,17,46,15,1,306,11,6.28
2024-04-19,12,31,14,2,414,2,1.49
2023-03-12,59,155,12,2,245,2,4.94
2024-10-30,98,276,2,3,1213,20,6.47
2026-01-19,55,179,17,1,56,1,1.99
2024-01-28,39,103,13,2,297,6,5.22
2023-12-13,92,267,2,3,426,3,3.36
2026-03-09,49,124,1,2,1338,11,2.12
2025-01-11,55,174,4,2,79,2,6.73
2025-06-18,85,213,13,3,255,6,4.63
2025-07-14,17,42,15,3,883,32,2.8
2024-10-29,98,285,17,1,1261,20,6.72
2024-08-15,7,19,4,1,42,1,1.14
2024-08-26,36,107,12,2,183,2,6.16
2025-07-25,2,38,16,2,98,2,4.82
2023-06-20,17,35,15,2,840,24,5.53
2026-03-10,80,220,15,1,678,12,5.97
2023-08-18,1,45,7,1,68,2,5.0
2024-03-18,67,188,13,2,339,11,5.33
2023-05-08,6,20,5,3,80,2,3.04
2024-03-06,75,235,4,2,47,1,3.34
2025-01-16,48,122,13,1,160,3,2.17
2025-03-13,21,51,6,1,96,2,5.72
2023-05-05,43,88,15,1,554,12,2.53
2025-04-18,62,159,15,1,327,7,3.61
2025-03-13,80,236,15,2,542,11,3.51
2024-03-24,60,189,14,2,256,1,7.79
2026-02-17,7,47,6,1,92,4,3.0
2023-03-16,26,53,4,3,1145,29,7.4
2023-09-13,60,172,13,1,436,3,2.45
2024-03-10,16,35,15,2,412,12,5.96
2024-11-08,59,178,14,2,414,4,5.15
2025-05-25,43,90,15,3,598,20,1.26
2025-11-27,78,220,14,1,193,4,5.52
2023-02-16,38,110,13,3,417,5,3.43
2023-12-01,34,114,4,2,49,1,5.59
2025-11-06,83,216,4,3,75,1,1.67
2025-05-18,42,89,15,2,531,16,5.41
2025-04-29,18,47,15,1,849,23,5.45
2026-05-20,63,176,15,3,701,14,4.81
2024-05-23,86,219,16,1,621,4,3.99
2025-04-06,5,17,10,1,41,1,5.2
2024-08-28,95,282,16,3,109,1,6.26
2024-07-24,4,8,17,1,111,2,3.44
2024-10-09,76,215,6,3,116,3,1.59
2023-11-25,5,12,18,1,50,1,5.94
2025-06-15,25,19,13,1,218,7,4.02
2026-01-02,19,15,2,2,149,2,2.73
2025-06-11,98,262,1,1,899,0,7.01
2026-04-09,68,174,13,2,194,3,5.87
2023-06-14,40,109,15,2,480,10,3.0
2024-04-01,56,160,16,1,93,2,2.25
2024-03-16,6,51,10,1,66,2,6.45
2025-01-13,57,175,3,3,86,3,3.35
2024-12-09,29,86,7,2,113,2,4.29
2024-09-13,60,185,2,3,445,6,5.78
2025-10-18,3,29,6,2,90,3,5.22
2026-03-12,58,174,1,2,396,4,1.14
2025-10-18,2,42,6,3,83,1,2.06
2024-04-13,14,35,12,2,344,8,1.15
2024-04-19,80,235,15,2,838,18,5.73
2024-09-29,15,46,15,1,550,17,6.24
2023-07-02,22,21,5,1,162,4,2.55
2024-06-13,70,155,19,2,564,7,3.2
2026-04-19,98,264,15,2,1793,5,7.96
2025-08-02,84,225,11,1,256,7,7.04
2023-05-31,27,23,19,2,1685,14,1.28
2025-06-19,97,264,16,2,511,3,1.79
2025-02-18,9,28,12,1,155,1,2.72
2025-01-31,75,236,3,2,45,2,4.15
2025-04-10,4,43,11,3,48,1,7.53
2024-08-20,85,215,11,3,193,4,6.53
2026-02-28,84,224,11,1,301,7,1.38
2024-03-15,12,16,1,1,158,0,3.89
2024-06-25,44,125,3,3,84,2,2.37
2025-01-10,65,165,17,3,183,4,6.9
2026-03-14,35,116,13,2,288,5,4.14
2023-11-07,59,189,2,2,313,3,3.12
2024-09-15,59,166,1,3,194,2,5.85
2025-12-14,84,237,11,3,113,3,4.32
2025-08-18,60,168,14,2,386,4,3.76
2025-04-27,70,168,10,2,1450,29,3.71
2025-11-30,76,222,10,3,91,3,5.96
2023-11-24,44,98,4,1,154,2,3.85
2025-04-02,97,272,17,1,785,11,7.39
2023-11-13,80,231,15,1,403,10,1.92
2024-08-11,80,223,15,2,426,7,1.12
2024-07-21,87,226,4,3,526,8,6.12
2024-02-05,94,282,15,3,668,14,2.89
2024-10-19,32,124,4,2,113,2,5.93
2024-02-01,69,169,8,2,1611,35,5.28
2026-03-11,17,7,15,2,390,12,5.97
2025-10-11,61,165,1,3,304,4,2.99
2025-06-13,92,276,13,3,420,12,2.28
2023-12-07,34,107,16,2,71,2,4.01
2026-02-26,41,100,15,3,777,12,6.59
2025-04-28,42,102,15,1,736,20,7.81
2024-06-11,56,164,7,2,64,0,1.32
2024-01-06,26,10,16,3,855,17,7.07
2025-08-03,12,16,13,1,191,2,3.55
2024-11-26,74,218,11,2,115,3,1.26
2025-04-04,95,262,18,1,99,2,3.3
2024-11-14,1,47,16,1,102,2,6.11
2025-10-19,33,91,10,2,62,1,2.24
2026-06-10,53,177,18,1,80,1,4.83
2025-11-18,56,158,4,1,44,1,1.63
2024-06-05,53,175,5,3,45,1,2.3
2024-12-06,95,272,5,1,134,4,7.69
2024-08-13,59,178,2,2,193,2,6.79
2025-02-07,46,96,4,2,81,2,6.37
2023-06-30,54,180,7,3,60,1,2.26
2026-05-09,2,42,17,3,98,2,6.3
2024-02-20,15,51,15,1,627,20,3.31
2026-02-22,65,168,7,2,142,3,5.92
2025-04-26,62,164,15,2,853,22,7.74
2023-11-15,7,11,5,1,90,1,5.15
2026-03-15,43,97,15,3,545,17,4.16
2025-07-15,29,118,17,3,62,1,4.56
2023-08-31,67,170,11,2,123,3,4.46
2025-10-05,70,175,8,3,598,9,2.56
2025-03-28,81,220,15,1,465,8,7.25
2023-12-25,54,160,7,1,46,1,5.76
2023-09-01,9,8,13,1,373,6,6.93
2025-10-12,63,177,15,1,544,11,6.62
2025-08-02,3,36,16,1,77,2,6.86
2024-04-05,56,178,6,2,93,1,6.88
2025-05-10,92,272,1,1,372,11,4.53
2026-02-06,19,22,18,1,180,2,2.3
2024-08-03,20,24,18,3,82,2,2.83
2026-04-17,60,162,14,2,155,5,6.31
2026-05-27,7,25,6,2,67,2,5.66
2024-07-14,94,263,15,1,808,24,4.08
2024-12-19,73,224,17,1,45,1,2.43
2026-04-28,85,229,11,3,177,4,1.07
2025-10-28,37,95,13,3,154,3,4.47
2025-09-13,43,108,15,1,451,14,2.32
2023-11-29,80,220,15,1,457,8,6.49
2023-08-30,61,175,12,3,404,2,5.27
2024-09-05,34,89,16,2,83,2,2.79
2025-04-25,83,232,1,3,188,2,3.86
2024-07-24,97,285,19,1,1201,40,3.17
2026-05-05,77,236,14,2,339,10,5.29
2025-11-22,13,35,12,2,204,4,4.9
2023-12-23,80,235,15,2,512,9,6.34
2023-05-29,31,122,7,1,98,2,1.09
2024-08-14,45,99,7,2,122,3,1.36
2024-10-01,49,89,13,2,996,5,2.41
2025-10-30,40,111,15,3,819,27,2.0
2025-01-15,86,215,10,3,1027,14,5.16
2024-08-15,64,157,15,2,562,13,5.42
2023-09-14,5,22,6,1,80,1,3.28
2025-02-16,14,7,12,2,202,4,2.2
2025-08-19,20,30,5,1,123,3,4.62
2025-11-14,45,122,17,1,152,3,1.17
2023-08-08,59,183,13,1,343,7,6.41
2023-06-12,84,228,11,2,100,2,5.56
2026-03-17,61,186,2,2,402,11,5.37
2026-02-15,53,182,5,1,91,2,3.86
2026-04-28,56,162,10,2,94,2,1.09
2023-08-12,87,223,15,2,764,20,5.68
2024-11-13,82,235,16,2,152,2,6.92
2023-04-15,92,272,2,1,202,4,5.3
2026-02-02,96,276,11,3,330,8,1.56
2025-04-01,35,122,14,1,399,11,4.88
2026-05-15,37,91,1,2,274,5,4.96
2024-02-12,34,106,10,3,113,3,2.79
2026-04-27,26,47,8,1,1418,13,5.9
2023-08-14,76,238,6,2,106,2,6.54
2024-09-04,89,281,6,1,92,1,5.32
2025-02-28,55,174,6,2,48,1,4.54
2024-08-16,41,103,15,2,711,14,4.49
2026-01-15,55,166,11,3,104,3,4.75
2024-10-28,97,277,4,3,1608,29,2.95
2023-08-28,65,176,2,3,181,3,6.96
2023-04-24,24,31,11,2,315,7,6.31
2025-11-02,95,263,16,1,130,2,2.14
2024-11-22,44,85,3,1,159,1,5.73
2024-11-14,16,18,15,1,674,14,4.67
2024-05-17,82,227,1,1,161,1,7.56
2025-04-14,38,95,12,3,427,9,3.82
2026-05-31,37,86,2,2,325,5,4.81
2024-07-13,53,165,11,3,108,2,5.61
2025-05-16,68,173,14,2,350,9,7.54
2026-05-20,17,24,15,3,307,7,7.94
2023-11-29,5,6,4,3,108,2,7.34
2026-05-23,97,269,9,3,1752,14,4.5
2025-04-26,82,243,2,2,158,2,7.05
2023-09-20,64,158,15,1,335,7,6.56
2025-07-21,67,156,10,2,327,9,2.45
2025-06-29,64,167,15,2,898,26,3.93
2026-05-29,2,50,17,3,53,1,6.53
2026-03-10,13,11,2,1,209,3,5.89
2025-11-27,11,42,2,3,315,1,1.32
2025-02-05,94,262,15,1,455,6,4.67
2023-12-03,41,113,15,1,684,12,7.55
2024-06-30,46,107,4,2,193,5,3.12
2026-04-07,14,31,2,2,385,4,5.68
2023-01-03,81,231,15,1,502,15,1.17
2026-03-13,54,162,7,2,56,1,5.05
2025-05-01,54,172,16,1,82,3,6.45
2025-03-17,95,262,18,1,62,1,2.51
2026-01-25,39,90,2,3,238,3,5.42
2024-09-22,48,118,11,3,227,6,7.76
2024-07-30,63,159,15,1,434,9,4.08
2024-06-25,36,107,12,2,280,5,3.15
2026-06-14,61,177,2,1,173,3,3.01
2026-01-31,45,106,5,3,150,3,2.73
2023-08-06,89,273,5,2,63,1,2.22
2024-07-18,98,268,18,1,1680,13,6.92
2025-07-13,60,181,14,2,261,6,1.01
2026-01-18,11,51,1,1,423,4,1.42
2024-09-19,23,35,10,2,221,6,4.45
2026-04-07,50,108,17,1,1426,27,2.74
2023-08-30,54,154,16,1,120,4,6.72
2024-10-22,21,23,6,2,190,3,7.23
2025-05-24,81,231,15,1,607,11,7.5
2025-06-16,23,29,11,2,327,9,1.63
2025-04-06,61,156,13,2,329,4,6.72
2023-03-21,45,108,1,1,147,2,2.52
2023-08-30,81,234,15,2,760,10,7.75
2026-06-30,3,6,4,3,81,2,4.18
2023-10-13,78,228,12,2,154,1,7.74
2026-05-15,96,273,14,2,332,6,5.91
2026-04-21,30,105,11,1,108,4,7.24
2026-03-10,65,164,18,2,153,2,4.75
2025-08-05,62,182,15,1,576,9,1.19
2023-01-12,87,231,14,1,971,8,1.76
2023-01-31,92,279,2,1,341,5,5.87
2024-08-17,16,16,15,1,335,6,1.59
2023-05-27,84,219,13,1,225,5,5.92
2025-06-03,83,235,2,2,84,2,5.64
2026-02-03,44,109,1,2,133,2,5.58
2026-02-14,39,109,13,2,180,4,4.55
2024-01-02,33,117,18,3,42,1,3.75
2025-09-01,62,188,15,2,837,15,4.68
2024-08-27,70,187,5,2,1707,23,5.75
2024-05-28,15,53,15,3,400,12,7.54
2025-12-05,50,123,10,3,1182,8,1.47
2023-06-01,39,85,14,1,428,8,6.51
2026-02-18,37,122,14,1,290,6,1.07
2026-02-21,92,269,13,3,262,9,6.0
2025-05-21,54,160,5,1,107,3,2.41
2026-02-14,23,19,11,1,255,5,4.57
2026-02-21,85,234,11,2,131,2,1.02
2023-03-28,94,278,15,1,550,15,5.81
2025-09-23,11,41,14,3,242,5,1.69
2024-03-11,41,109,15,2,396,8,4.55
2023-05-11,80,237,15,3,658,9,5.44
2026-05-26,55,170,16,2,42,1,1.42
2023-04-21,75,226,3,3,118,3,7.63
2024-10-19,83,227,7,1,164,5,4.59
2025-05-24,21,35,5,2,65,1,7.68
2024-06-07,97,268,8,1,1768,25,4.34
2025-10-01,36,118,12,3,331,6,4.65
2025-05-20,24,51,10,1,227,7,5.8
2025-09-26,58,185,13,3,173,4,3.0
2024-10-03,45,102,17,1,145,3,2.19
2025-01-12,17,32,15,2,374,13,2.05
2025-04-30,35,108,12,1,236,2,1.48
